timestamp,batvolt,boardtemp,lat,long
2016-12-30T21:53:09.189604804Z,3.97,11,52.1670177,4.9994861
2016-12-30T21:58:08.252719238Z,3.97,11,52.1672516,4.9994036
2016-12-30T22:26:08.21451359Z,3.97,11,52.1668565,4.9996498
2016-12-30T22:46:10.17633897Z,3.97,11,52.1669545,4.9996907
2016-12-30T22:55:08.250697268Z,3.98,11,52.1669584,4.9994585
2016-12-30T23:04:08.198176027Z,3.97,11,52.1669607,4.9995827
2016-12-30T23:13:10.223193781Z,3.98,11,52.1669799,4.9994787
2016-12-30T23:31:11.214594764Z,3.98,11,52.1672937,4.9995084
2016-12-30T23:40:09.181951749Z,3.98,11,52.1668153,4.9993879
2016-12-30T23:50:17.183951876Z,3.98,11,52.1675157,4.9996137
2016-12-31T00:08:08.259662953Z,3.97,11,52.1670748,4.9993943
2016-12-31T00:17:08.194164656Z,3.97,11,52.1671644,4.9994976
2016-12-31T00:26:07.229799393Z,3.97,11,52.1672258,4.9996182
2016-12-31T00:35:08.249691239Z,3.97,11,52.1671405,4.9992889
2016-12-31T00:53:08.183233029Z,3.97,11,52.1672498,4.9995838
2016-12-31T01:03:08.241437141Z,3.97,11,52.1671645,4.9994291
2016-12-31T01:12:09.190901751Z,3.98,11,52.1671914,4.9993962
2016-12-31T01:21:08.176766904Z,3.97,11,52.1669336,4.9995326
2016-12-31T01:30:08.179001714Z,3.97,11,52.1669574,4.9993449
2016-12-31T01:39:09.181471561Z,3.97,11,52.1668335,4.9995531
2016-12-31T01:48:10.181906846Z,3.98,11,52.1672352,4.9993206
2016-12-31T01:57:10.181121731Z,3.98,11,52.1669584,4.9996403
2016-12-31T02:06:07.740575297Z,3.97,11,52.167249,4.9995647
2016-12-31T02:16:09.185792338Z,3.97,11,52.1670622,4.99951
2016-12-31T02:25:10.17538405Z,3.98,11,52.1669211,4.9996671
2016-12-31T02:34:09.179918489Z,3.97,11,52.1671824,4.9996235
2016-12-31T02:43:16.180065867Z,3.98,11,52.1662839,4.9997621
2016-12-31T03:01:12.18409957Z,3.98,11,52.1675088,4.9999979
2016-12-31T03:10:10.175354503Z,3.97,11,52.1668613,5.0001115
2016-12-31T03:19:11.178862051Z,3.97,11,52.1674251,4.9985412
2016-12-31T03:28:10.168473623Z,3.97,11,52.1671045,4.9994912
2016-12-31T03:38:20.183643517Z,3.98,11,52.167072,4.999834
2016-12-31T03:47:09.23982877Z,3.97,10,52.1671005,4.9994091
2016-12-31T03:56:09.22714353Z,3.98,10,52.1671048,4.9995785
2016-12-31T04:05:08.758268176Z,3.97,10,52.1670858,4.9994234
2016-12-31T04:14:08.755110732Z,3.97,10,52.1670837,4.9991801
2016-12-31T04:23:09.232629023Z,3.97,10,52.1672432,4.9995141
2016-12-31T04:32:08.737387957Z,3.97,10,52.1670857,4.9995889
2016-12-31T04:41:10.259634267Z,3.98,10,52.1673238,4.9992673
2016-12-31T04:51:10.192330836Z,3.97,10,52.1665956,4.9992765
2016-12-31T05:00:11.193030631Z,3.97,11,52.1670406,4.9995989
2016-12-31T05:09:10.257266905Z,3.97,11,52.1668277,5.0001366
2016-12-31T05:18:11.191925135Z,3.97,11,52.1673175,4.9993398
2016-12-31T05:27:12.176011188Z,3.97,11,52.166913,4.9997794
2016-12-31T05:36:10.171426302Z,3.97,10,52.167052,5.0007207
2016-12-31T05:45:16.178205447Z,3.97,11,52.1674054,4.9984933
2016-12-31T06:04:08.185092096Z,3.97,10,52.1671577,4.999476
2016-12-31T06:13:08.753886088Z,3.97,10,52.1669974,4.9994723
2016-12-31T06:31:08.197917985Z,3.98,10,52.1673287,4.9995128
2016-12-31T06:37:09.200139011Z,3.98,10,52.1672271,4.9994043
2016-12-31T06:40:10.18565805Z,3.97,10,52.167126,4.9994427
2016-12-31T06:49:08.192299262Z,3.97,10,52.1670357,4.9994544
2016-12-31T06:58:09.257835956Z,3.97,10,52.1672548,4.9994829
2016-12-31T07:07:08.731935904Z,3.97,10,52.1672207,4.9994149
2016-12-31T07:26:09.215708394Z,3.97,10,52.1672433,4.9994238
2016-12-31T07:35:09.23280437Z,3.97,10,52.1672041,4.9994256
2016-12-31T07:43:08.199721818Z,3.96,11,52.1668628,4.9992389
2016-12-31T07:53:12.197978027Z,3.98,11,52.1665749,5.0003148
2016-12-31T08:02:09.221026507Z,3.97,11,52.1670654,4.9993738
2016-12-31T08:11:11.260695098Z,3.98,11,52.167189,4.9993765
2016-12-31T08:20:09.724317674Z,3.97,10,52.1671105,4.9995573
2016-12-31T08:39:08.224405045Z,3.98,10,52.1671939,4.9994131
2016-12-31T08:48:08.191742968Z,3.97,10,52.1670859,4.9990479
2016-12-31T08:57:09.21935381Z,3.97,10,52.167129,4.9994541
2016-12-31T09:06:09.750305088Z,3.97,10,52.1671888,4.9995241
2016-12-31T09:15:09.227990464Z,3.97,10,52.1672638,4.9993832
2016-12-31T09:25:08.742015268Z,3.97,11,52.1671501,4.9992912
2016-12-31T09:43:08.209490393Z,3.97,11,52.1670258,4.9994447
2016-12-31T10:03:12.18775079Z,3.97,11,52.1670902,4.9994325
2016-12-31T10:12:10.170802414Z,3.97,11,52.1670492,4.9992954
2016-12-31T10:21:10.207068609Z,3.98,11,52.1671676,4.9992871
2016-12-31T10:30:10.181949353Z,3.97,11,52.1670912,4.9994526
2016-12-31T10:40:13.187631253Z,3.98,11,52.1672764,4.9992992
